Level,Theme,Set,SetTitle,Vietnamese,Japanese,Source
"B2","文化・言語","5","人の価値観と行動","sự hy sinh","犠牲・献身","draft"
"B2","文化・言語","5","人の価値観と行動","lòng dũng cảm","勇気","draft"
"B2","文化・言語","5","人の価値観と行動","ý chí","意志","draft"
"B2","文化・言語","5","人の価値観と行動","động lực","動機・原動力","draft"
"B2","文化・言語","5","人の価値観と行動","tham vọng","野心","draft"
"B2","文化・言語","5","人の価値観と行動","hoài bão","大志","draft"
"B2","文化・言語","5","人の価値観と行動","niềm tin","信念","draft"
"B2","文化・言語","5","人の価値観と行動","hoài nghi","懐疑","draft"
"B2","文化・言語","5","人の価値観と行動","thành kiến","先入観","draft"
"B2","文化・言語","5","人の価値観と行動","tư duy","思考","draft"
"B2","文化・言語","5","人の価値観と行動","nhận thức","認識","draft"
"B2","文化・言語","5","人の価値観と行動","tiềm thức","潜在意識","draft"
"B2","文化・言語","5","人の価値観と行動","bản năng","本能","draft"
"B2","文化・言語","5","人の価値観と行動","tự chủ","自己をコントロールする","draft"
